date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:34	13692/13692	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:54%20GMT	https://preclinic.dreamguystech.com/template/localization.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/localization.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:34	13107/13107	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:53%20GMT	https://preclinic.dreamguystech.com/template/theme-settings.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/theme-settings.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:35	16548/16548	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:53%20GMT	https://preclinic.dreamguystech.com/template/roles-permissions.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/roles-permissions.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:35	13928/13928	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/email-settings.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/email-settings.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:35	12714/12714	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:55%20GMT	https://preclinic.dreamguystech.com/template/invoice-settings.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/invoice-settings.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:36	13120/13120	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:53%20GMT	https://preclinic.dreamguystech.com/template/salary-settings.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/salary-settings.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:36	13026/13026	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:54%20GMT	https://preclinic.dreamguystech.com/template/notifications-settings.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/notifications-settings.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:36	12623/12623	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:58%20GMT	https://preclinic.dreamguystech.com/template/change-password.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/change-password.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:37	15547/15547	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:54%20GMT	https://preclinic.dreamguystech.com/template/leave-type.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/leave-type.html	(from https://preclinic.dreamguystech.com/template/settings.html)
12:19:37	10170/10170	---M--	200	added ('OK')	image/png	etag:%2227ba-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/logo-dark.png	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/logo-dark.png	(from https://preclinic.dreamguystech.com/template/login.html)
12:19:38	20681/20681	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-doctor.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-doctor.html	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:38	6007/6007	---M--	200	added ('OK')	image/jpeg	etag:%221777-5a7943e9c91c0%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-03.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-03.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:39	20784/20784	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-doctor.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-doctor.html	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:39	5533/5533	---M--	200	added ('OK')	image/jpeg	etag:%22159d-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-07.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-07.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:40	4483/4483	---M--	200	added ('OK')	image/jpeg	etag:%221183-5a7943e9c91c0%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-04.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-04.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:41	23223/23223	---M--	200	added ('OK')	image/jpeg	etag:%225ab7-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-11.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-11.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:42	15543/15543	---M--	200	added ('OK')	image/jpeg	etag:%223cb7-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-12.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-12.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:42	6626/6626	---M--	200	added ('OK')	image/jpeg	etag:%2219e2-5a7943e9c91c0%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-02.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-02.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:43	4896/4896	---M--	200	added ('OK')	image/jpeg	etag:%221320-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-09.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-09.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:44	5410/5410	---M--	200	added ('OK')	image/jpeg	etag:%221522-5a7943e9c91c0%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-01.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-01.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:44	5405/5405	---M--	200	added ('OK')	image/jpeg	etag:%22151d-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-05.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-05.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:45	14402/14402	---M--	200	added ('OK')	image/jpeg	etag:%223842-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-10.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-10.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:46	4736/4736	---M--	200	added ('OK')	image/jpeg	etag:%221280-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-08.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-08.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:47	4635/4635	---M--	200	added ('OK')	image/jpeg	etag:%22121b-5a7943e8d4f80%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-thumb-06.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-thumb-06.jpg	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:47	2171/2171	---M--	200	added ('OK')	image/png	etag:%2287b-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/sent.png	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/sent.png	(from https://preclinic.dreamguystech.com/template/doctors.html)
12:19:48	5222/5222	---M-Z	200	added ('OK')	text/css	etag:%221466-5a7943e504680-gzip%22	https://preclinic.dreamguystech.com/template/assets/css/dataTables.bootstrap4.min.css	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/css/dataTables.bootstrap4.min.css	(from https://preclinic.dreamguystech.com/template/patients.html)
12:19:49	20560/20560	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-patient.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-patient.html	(from https://preclinic.dreamguystech.com/template/patients.html)
12:19:49	20762/20762	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-patient.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-patient.html	(from https://preclinic.dreamguystech.com/template/patients.html)
12:19:50	82411/82411	---M-Z	200	added ('OK')	application/javascript	etag:%22141eb-5a7943f076180-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/jquery.dataTables.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/jquery.dataTables.min.js	(from https://preclinic.dreamguystech.com/template/patients.html)
12:19:51	2085/2085	---M-Z	200	added ('OK')	application/javascript	etag:%22825-5a7943f16a3c0-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/dataTables.bootstrap4.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/dataTables.bootstrap4.min.js	(from https://preclinic.dreamguystech.com/template/patients.html)
12:19:51	19730/19730	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-appointment.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-appointment.html	(from https://preclinic.dreamguystech.com/template/appointments.html)
12:19:52	19742/19742	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:58%20GMT	https://preclinic.dreamguystech.com/template/edit-appointment.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-appointment.html	(from https://preclinic.dreamguystech.com/template/appointments.html)
12:19:52	19123/19123	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:59%20GMT	https://preclinic.dreamguystech.com/template/add-schedule.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-schedule.html	(from https://preclinic.dreamguystech.com/template/schedule.html)
12:19:52	19254/19254	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/edit-schedule.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-schedule.html	(from https://preclinic.dreamguystech.com/template/schedule.html)
12:19:53	17802/17802	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-department.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-department.html	(from https://preclinic.dreamguystech.com/template/departments.html)
12:19:53	17818/17818	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-department.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-department.html	(from https://preclinic.dreamguystech.com/template/departments.html)
12:19:53	19482/19482	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-employee.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-employee.html	(from https://preclinic.dreamguystech.com/template/employees.html)
12:19:54	19472/19472	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-employee.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-employee.html	(from https://preclinic.dreamguystech.com/template/employees.html)
12:19:54	18486/18486	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-leave.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-leave.html	(from https://preclinic.dreamguystech.com/template/leaves.html)
12:19:54	18480/18480	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-leave.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-leave.html	(from https://preclinic.dreamguystech.com/template/leaves.html)
12:19:55	17560/17560	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-holiday.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-holiday.html	(from https://preclinic.dreamguystech.com/template/holidays.html)
12:19:55	17593/17593	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-holiday.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-holiday.html	(from https://preclinic.dreamguystech.com/template/holidays.html)
12:19:55	21431/21431	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:58%20GMT	https://preclinic.dreamguystech.com/template/create-invoice.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/create-invoice.html	(from https://preclinic.dreamguystech.com/template/invoices.html)
12:19:56	20370/20370	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:55%20GMT	https://preclinic.dreamguystech.com/template/invoice-view.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/invoice-view.html	(from https://preclinic.dreamguystech.com/template/invoices.html)
12:19:56	22375/22375	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-invoice.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-invoice.html	(from https://preclinic.dreamguystech.com/template/invoices.html)
12:19:56	18816/18816	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-expense.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-expense.html	(from https://preclinic.dreamguystech.com/template/expenses.html)
12:19:57	18911/18911	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-expense.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-expense.html	(from https://preclinic.dreamguystech.com/template/expenses.html)
12:19:57	17478/17478	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:59%20GMT	https://preclinic.dreamguystech.com/template/add-tax.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-tax.html	(from https://preclinic.dreamguystech.com/template/taxes.html)
12:19:57	17495/17495	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/edit-tax.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-tax.html	(from https://preclinic.dreamguystech.com/template/taxes.html)
12:19:58	18560/18560	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:59%20GMT	https://preclinic.dreamguystech.com/template/add-provident-fund.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-provident-fund.html	(from https://preclinic.dreamguystech.com/template/provident-fund.html)
12:19:58	13319/13319	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:57%20GMT	https://preclinic.dreamguystech.com/template/edit-provident-fund.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-provident-fund.html	(from https://preclinic.dreamguystech.com/template/provident-fund.html)
12:19:58	18986/18986	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:59%20GMT	https://preclinic.dreamguystech.com/template/add-salary.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-salary.html	(from https://preclinic.dreamguystech.com/template/salary.html)
12:19:59	19135/19135	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/edit-salary.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-salary.html	(from https://preclinic.dreamguystech.com/template/salary.html)
12:19:59	19547/19547	---M--	200	added ('OK')	image/jpeg	etag:%224c5b-5a7943e7e0d40%22	https://preclinic.dreamguystech.com/template/assets/img/patient-thumb-02.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/patient-thumb-02.jpg	(from https://preclinic.dreamguystech.com/template/chat.html)
12:20:00	9090/9090	---M--	200	added ('OK')	image/jpeg	etag:%222382-5a7943e7e0d40%22	https://preclinic.dreamguystech.com/template/assets/img/placeholder.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/placeholder.jpg	(from https://preclinic.dreamguystech.com/template/chat.html)
12:20:01	396/396	---M--	200	added ('OK')	image/png	etag:%2218c-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/attachment.png	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/attachment.png	(from https://preclinic.dreamguystech.com/template/chat.html)
12:20:02	13214/13214	---M--	200	added ('OK')	image/jpeg	etag:%22339e-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/user-04.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/user-04.jpg	(from https://preclinic.dreamguystech.com/template/voice-call.html)
12:20:03	17806/17806	---M--	200	added ('OK')	image/jpeg	etag:%22458e-5a7943e7e0d40%22	https://preclinic.dreamguystech.com/template/assets/img/patient-thumb-01.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/patient-thumb-01.jpg	(from https://preclinic.dreamguystech.com/template/voice-call.html)
12:20:04	92323/92323	---M--	200	added ('OK')	image/jpeg	etag:%22168a3-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/video-call.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/video-call.jpg	(from https://preclinic.dreamguystech.com/template/video-call.html)
12:20:04	9525/9525	---M--	200	added ('OK')	image/jpeg	etag:%222535-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/user-02.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/user-02.jpg	(from https://preclinic.dreamguystech.com/template/video-call.html)
12:20:05	13033/13033	---M--	200	added ('OK')	image/jpeg	etag:%2232e9-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/user-03.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/user-03.jpg	(from https://preclinic.dreamguystech.com/template/incoming-call.html)
12:20:06	13438/13438	---M--	200	added ('OK')	image/jpeg	etag:%22347e-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/user-05.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/user-05.jpg	(from https://preclinic.dreamguystech.com/template/incoming-call.html)
12:20:06	12144/12144	---M--	200	added ('OK')	image/jpeg	etag:%222f70-5a7943e6ecb00%22	https://preclinic.dreamguystech.com/template/assets/img/user-06.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/user-06.jpg	(from https://preclinic.dreamguystech.com/template/incoming-call.html)
12:20:07	16018/16018	---M-Z	200	added ('OK')	text/css	etag:%223e92-5a7943f53acc0-gzip%22	https://preclinic.dreamguystech.com/template/assets/plugins/summernote/dist/summernote-bs4.css	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/plugins/summernote/dist/summernote-bs4.css	(from https://preclinic.dreamguystech.com/template/compose.html)
12:20:08	116839/116839	---M-Z	200	added ('OK')	application/javascript	etag:%221c867-5a7943f53acc0-gzip%22	https://preclinic.dreamguystech.com/template/assets/plugins/summernote/dist/summernote-bs4.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/plugins/summernote/dist/summernote-bs4.min.js	(from https://preclinic.dreamguystech.com/template/compose.html)
12:20:09	111687/111687	---M--	200	added ('OK')	image/jpeg	etag:%221b447-5a7943ef81f40%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-01.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-01.jpg	(from https://preclinic.dreamguystech.com/template/blog.html)
12:20:10	148119/148119	---M--	200	added ('OK')	image/jpeg	etag:%2224297-5a7943ef81f40%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-02.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-02.jpg	(from https://preclinic.dreamguystech.com/template/blog.html)
12:20:11	103081/103081	---M--	200	added ('OK')	image/jpeg	etag:%22192a9-5a7943ef81f40%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-03.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-03.jpg	(from https://preclinic.dreamguystech.com/template/blog.html)
12:20:12	121339/121339	---M--	200	added ('OK')	image/jpeg	etag:%221d9fb-5a7943ef81f40%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-04.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-04.jpg	(from https://preclinic.dreamguystech.com/template/blog.html)
12:20:13	6990/6990	---M--	200	added ('OK')	image/jpeg	etag:%221b4e-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-01.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-01.jpg	(from https://preclinic.dreamguystech.com/template/blog-details.html)
12:20:14	5489/5489	---M--	200	added ('OK')	image/jpeg	etag:%221571-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-02.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-02.jpg	(from https://preclinic.dreamguystech.com/template/blog-details.html)
12:20:14	4983/4983	---M--	200	added ('OK')	image/jpeg	etag:%221377-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-03.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-03.jpg	(from https://preclinic.dreamguystech.com/template/blog-details.html)
12:20:15	8982/8982	---M--	200	added ('OK')	image/jpeg	etag:%222316-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-04.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/blog/blog-thumb-04.jpg	(from https://preclinic.dreamguystech.com/template/blog-details.html)
12:20:16	1496/1496	---M-Z	200	added ('OK')	text/css	etag:%225d8-5a7943e410440-gzip%22	https://preclinic.dreamguystech.com/template/assets/css/tagsinput.css	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/css/tagsinput.css	(from https://preclinic.dreamguystech.com/template/add-blog.html)
12:20:16	976/976	---M--	200	added ('OK')	image/jpeg	etag:%223d0-5a7943e7e0d40%22	https://preclinic.dreamguystech.com/template/assets/img/placeholder-thumb.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/placeholder-thumb.jpg	(from https://preclinic.dreamguystech.com/template/add-blog.html)
12:20:17	22489/22489	---M-Z	200	added ('OK')	application/javascript	etag:%2257d9-5a7943ef81f40-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/tagsinput.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/tagsinput.js	(from https://preclinic.dreamguystech.com/template/add-blog.html)
12:20:18	19257/19257	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:27:00%20GMT	https://preclinic.dreamguystech.com/template/add-asset.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/add-asset.html	(from https://preclinic.dreamguystech.com/template/assets.html)
12:20:19	14054/14054	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:58%20GMT	https://preclinic.dreamguystech.com/template/edit-asset.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/edit-asset.html	(from https://preclinic.dreamguystech.com/template/assets.html)
12:20:20	15714/15714	---M-Z	200	added ('OK')	text/css	etag:%223d62-5a7943e504680-gzip%22	https://preclinic.dreamguystech.com/template/assets/css/fullcalendar.min.css	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/css/fullcalendar.min.css	(from https://preclinic.dreamguystech.com/template/form-vertical.html)
12:20:21	196/196	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Jun%202022%2006:50:20%20GMT	https://preclinic.dreamguystech.com/template/assets/js/jquery-ui.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/jquery-ui.min.js	(from https://preclinic.dreamguystech.com/template/calendar.html)
12:20:22	211321/211321	---M-Z	200	added ('OK')	application/javascript	etag:%2233979-5a7943f16a3c0-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/fullcalendar.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/fullcalendar.min.js	(from https://preclinic.dreamguystech.com/template/calendar.html)
